Msg,Label
 Okay Thank you,ham
 Should I and ram share our screen to Vasanth ?,ham
 Hi team i will joined by 20mins delay,ham
"Hi, Buy 1 Get 1 FREE on blissful bath & body essentials!

Grab best-sellers @Nykaa's Freedom Sale, From 9PM-12AM!

SHOP IT!: bit.ly/46DvW4i",spam
"Celebrate the stories you love on Disney+ Day. Watch Jungle Cruise, Shang-Chi, Special Ops 1.5 and many more streaming November 12 on Disney+ Hotstar. Get 1 year Disney+ Hotstar mobile subscription with Vi''s 501 / 701 / 901 recharges. For details  click bit.ly/ViHotstar12",spam
"Weekend deals at SMART Point store! Save Rs 116 Kellogg's Muesli 750 g Onw(Sel Var),Rs 50 OFF on  Colgate/ Dabur Toothpaste 500g,Click bit.ly/2Tb4nde T&C",spam
 Y,ham
 The labor market now has little to no impact on inflation,ham
" Hi Team, will be joining 20 min late",ham
"Cloudnine administrator has assigned 6 course(s) to you. These courses need to be completed by 18-12-2021 .
Please click on the link to start your training. https://cloudnine.medlern.com/dashboard

MedLern",spam
" This is to inform that, we can still see u guys still available status in AWS. Kindly go offline",ham
 Investment Strategies India,ham
2,ham
"Dear Customer, R&B store is buzzing with the Festive Offer! Shop for Rs. 3499 and get a Duffle Bag worth Rs. 2999 free. Hurry, visit us today! T&C.",spam
 Yes now it's working after resetting the password,ham
Set your favourite songs as your ringtone for just Rs10! Click here to buy now! open.wynk.in/ringtones4,spam
 You are supposed ti be raised by this time,ham
"GREAT VALUE OFFER! Get 5GB data, AD FREE HD Music along with over 20 Mn songs, unlimited hellotunes and downloads only with Rs98 Airtel pack. Valid as per current pack validity. Recharge today i.airtel.in/Wynk98New",spam
"Rs.51 Welcome  Bonus CREDITED!
Sign up for Airtel wallet now and enjoy easy,secure payments. Join today i.airtel.in/get_Rs51",spam
 Hi team please join training,ham
"Your Wi-Fi brings theatre to your home! 

Fighter, Murder Mubarak & much more awaits you on 20+ OTTs, 350+ TV channels & superfast Wi-Fi speed with Airtel Xstream Fiber! 

Plans starting at just Rs. 699. i.airtel.in/Exclusiveoffer",spam
 ?,ham
 Pls follow up with IT team for your Laptop..,ham
"For Internet Safety, RAHO DO KADAM AAGEY. Never click unknown link or share your Bank details. To know more, click here i.airtel.in/e/SafetyFirst . Issued in public interest by Google & Airtel.",spam
 The same goes for the weakening US economy,ham
"Double Combo: Lifetime FREE Credit Card + 5% unlimited cashback. Apply for Flipkart Axis Bank Credit Card. Limited Period Offer!

http://fkrt.it/QrnejANNNN",spam
 However tech stocks are indeed seeing positive momentum right now,ham
 I will join in 20min,ham
" The E2E I bought at the opening has now gone up, thanks ð",ham
"An epic offer on the Galaxy S21 Ultra 5G with 108MP Camera and 8K Video Snap. Own @ Rs.95999. To know more on whatsapp, click rml.fm/pgTBraaa .TnC. - Samsung",spam
 Facing some issues in internet,ham
" Ram is joining 1 hr late today, he have some emergency.",ham
 ?GIF omitted,ham
" I will share the specific stock picking skills with you on Sunday and select enough stocks, please feel free to learnð",ham
 Why what happened?,ham
"Binge on Vi.FREE Data from 12midnight to 6am+Carry Mon-Fri unused Data to weekend bit.ly/Vi-WDR Rs299 recharged:2+2=4GB/D+UL+100SMS/D,28D.GST:18%PF:RsRs253.39",spam
 https,ham
"Don't miss out on FREE rewards on your next recharge. Download Airtel Thanks App to avail amazing rewards. To download, click i.airtel.in/Download¿Thanks",spam
 In fact the impact on the overall market isn't significant,ham
Watch India vs Sri Lanka series LIVE on SonyLIV with Airtel Xstream Play. Click to watch - https://open.airtelxstream.in/India_Srilanka_Match,spam
"1GB FREE DATA for data lovers like you! To avail the offer, visit Airtel Thanks App, TnC Apply i.airtel.in/FreeData1GB",spam
 It's taking some time,ham
 Hi,ham
 I also have a question,ham
 Thank you I got it,ham
FREE Airtel Xstream Box worth Rs 6000 is now yours! Upgrade to Airtel Black & get 2 postpaid connections & 350+TV channels at just Rs 998. i.airtel.in/998DB,spam
 May be down,ham
 Joined,ham
" Indian equity benchmark indices firmed up in intra-day deals on Wednesday backed by buying interest in ITC and technology shares. Metal shares, however, were under pressure after the an adverse Supreme Court ruling.",ham
 The stock market saw significant declines today. Could it be due to foreign investors taking profits and exiting,ham
"Upto 50 reasons to stop, shop and roll at the Shoppers Stop Upto 50% Off Sale.
Shop now at shsp.in or walk into our store. Also, get offers on First Citizen Citi credit card & HDFC Bank Cards.
Click bit.ly/SSEssTC for details. T&C",spam
 Team pls do complete mondatory courses... ASAP,ham
"Lenskart Dhamaka EOSS Sale! Fresh stock added, get Upto 50% OFF + BUY1GET1 FREE with Gold membership! Limited Period Offer. TnC Apply

Nearest Store lskt.me/u4",spam
 Sell it already Thanksð,ham
"Hello, VI Pack prices will increase from 25th Nov. Now Save more on Yearly packs. Recharge now and save upto 20% on Long validity packs. Click http://bit.ly/ViRC",spam
" Short-term borrowing costs in India declined to the lowest in nearly two years, reflecting a buildup of liquidity in the banking system just as calls for central bank policy pivot mount.",ham
 It's okay to not recommend stocks when the market is bad.,ham
The person you were calling at 14:36 is now available to take calls. Click here to call them back i.airtel.in/RMCAAlrt,spam
" British consumer price inflation rose for the first time this year in July, but at a slower rate than expected as prices for services, which are closely watched by the Bank of England, rose at a slower pace, official data released on Wednesday showed. Annual consumer price inflation rose to 2.2 per cent two months after the Bank of England's 2 per cent target was maintained, slightly below the median forecast of 2.3 per cent in a Reuters poll of economists, the Office for National Statistics said. The pound fell sharply against the dollar after the data was released, with financial markets expecting a 44 per cent chance of a 25 basis point rate cut by the Bank of England in September, up from 36 per cent before the data was released.",ham
" âDon't make impulsive decisions. No one wants to lose money, but losses are inevitable in the investment market. If you don't know whether you should sell the stock, please contact me or my assistant Rama, leave a message ""stock name + holdings"", and I will answer your questions",ham
 Okay,ham
 The Fed's traditional skill is waiting for the data,ham
Here is your Exclusive chance to visit the movie sets of KALKI 2898 AD. Click here. open.wynk.in/kalki,spam
 Hey Imtiyaz need any help ?,ham
 Members who buy must register the purchase details with RAMA. Report the profit and loss at any time.,ham
 Keep it handy if anybody need it,ham
"Don't miss out on 300 Mbps speed, Unlimited data & FREE router! Be the first in the town to get Airtel Xstream Fiber. T&C. Click i.airtel.in/bestwifi",spam
 ????,ham
 I will try to come back and join by 9,ham
"Get Diwali ready with Shoppers Stop! Enjoy exciting offers, deals & discounts
+ Get offers on First Citizen Citi credit card & ICICI Bank Cards.
Rush to your nearest store now or shop now at shsp.in
For details click bit.ly/SS21_FT .T&C",spam
"GREAT VALUE OFFER! Get 50GB data, AD FREE HD Music along with over 20 Mn songs, unlimited hellotunes and downloads only with 301 Airtel pack. Valid as per current pack validity. Recharge today i.airtel.in/Wynk301New",spam
 K,ham
"Best offers for you
1 239=UL CL 1.5GB/D,28D
2 265=UL CL 1.5GB/D,30D
3 Rs499=Hotstar Mob, 1Y
4 719=UL CL 1.5GB/D,84D
5 479=UL CL 1.5GB/D,56D
6 299=UL call 2GB/D,28D
7 839=Hotstar Mob, 3M
8 2999=UL CL 2GB/D,365D

To check your balance, validity, call tariff and best recharges, dial *121*51# or download Airtel Thanks App, click www.airtel.in/5/LBNV",spam
"LAST FEW DAYS - Don't miss out shopping at Pantaloons this weekend:

1. You get assured vouchers worth Rs3000 on shopping of Rs3000
2. You get a chance to win a trip to BALI

To check out our vacay shoppable catalogue, click smsd.in/r3A4IIBW
Offer ends 16th May - For details, click smsd.in/r3Lz3H06",spam
 âï¸âï¸âï¸âï¸âï¸âï¸âï¸âï¸âï¸âï¸âï¸âï¸âï¸âï¸âï¸âï¸âï¸,ham
"Wednesday Bonus@JioMart,Bangalore!Onion Rs 44/Kg,Sweet Corn Rs 12/Pc,Apple Simla Rs 134/Kg,Also at SMART &SMART Point store bit.ly/3xeY8ZE 24Nov,TC",spam
"Good  News! Get 1year Disney+ Hotstar VIP subscription on your Vi prepaid with RC 601. Also get 3GB data/day + UL calls, Val 56 days. Click bit.ly/ViHotstar1",spam
 Yesð,ham
Alert!50%: data is consumed. Get 5GB data topup at just Rs98  valid till your current pack. Click i.airtel.in/UnlimitedData-1,spam
 ??,ham
 Mr. Arvind Singh I've sent you a message to schedule an appointment Please notify me this afternoon Thank you,ham
"Buy 2, Get 2 FREE @ UNLIMITED Fashion Store!
Get extra 10% Cashback on HDFC Credit & Debit cards
Watch collection bit.ly/3in3oVe
TnC",spam
 India just shy of top-weight China in the MSCI EM index after rejig,ham
 With the current momentum the market is unlikely to close poorly,ham
 The expectation of a rate cut has increased finally bringing some positive newsð,ham
"Best offers for you
1 299=UL call 2GB/D,28D
2 265=UL call 1GB/D,28D
3 479=UL CL 1.5GB/D,56D
4 399=UL CL 3GB/D,28D
5 719=UL CL 1.5GB/D,84D
6 549=UL call 2GB/D,56D
7 839=UL call 2GB/D,84D
8 2999=UL CL 2GB/D, 1Y

To check your balance, validity, call tariff and best recharges, dial *121*51# or download Airtel Thanks App, click www.airtel.in/5/LBNV",spam
"Winter Super Savings @SMART Point Store,B2G1 Chings Soup 37g Onw(Sel Var),Rs 45 OFF Dove Soap 125g X3,Super Sarvaottam Oil 1l Rs 139,Click bit.ly/2PtHXD7 T&C",spam
 +916232014309.vcf (file attached),ham
 Happy new year to all,ham
The person you were calling at 10:30 is now available to take calls. Click here to call them back i.airtel.in/RMCAAlrt,spam
 Ram reddy already got an email to collect the Laptop,ham
 On mobile ur able to connect to outlook,ham
Thank you for shopping at STYLE UNION store. Your experience matters to us. Please take a moment to leave your feedback. Click http://viewl.ink/Uxlpoxbaa Thank you.,spam
 Everyone's enthusiasm for this discussion is really high,ham
 Acknowledges the risks but is unwilling to bring forward the timing of rate cuts,ham
" In the broader market, the NSE MidCap and SmallCap indies were down around 0.5 per cent each. The volatility index - India VIX dipped 4 per cent.",ham
"End Of Reason Sale welcomes you with 50-80% Off
Offer valid on beauty & personal care
Extra 15% Off on 1st order! Buy now
http://smsd.in/bgXG5qNst",spam
 Now*,ham
 Hmm okay I will try again,ham
""" The coming week is expected to be one of consolidation, as the market may attempt to get back on track, with a focus on inflation data from both domestic and U.S. markets, while aligning with trends in global exchanges. However, the domestic market's direction will also be influenced by global markets. The lack of new triggers and weak earnings will hinder the improvement of valuations. It is advisable for investors to shift their focus from growth stocks to value stocks.""",ham
 Yes seizing opportunities is crucial,ham
 Show your touchpad,ham
"Don't miss out on FREE rewards on Airtel Thanks App. To claim your rewards, visit i.airtel.in/Thanks rewards",spam
 Ok,ham
 Having said that please make sure u validate all things once,ham
"Dear Player, Prize Pool: 2,50,00,000 (2.5cr). Rs.8850 welcome bonus. Millionaire Tournament on Junglee Rummy! Entry Fees - Win Now: http://1kx.in/9JXK6Y",spam
 Hmm ok,ham
 Did you raise ticket with IT team,ham
Don't miss out on FREE SIM delivery of Airtel Prepaid! Now activate from the comfort of your home. Order today i.airtel.in/awj,spam
 Team pls be atentive,ham
"You can work online without investment, earn 200-3000 rs a day, click the link to contact: https://wa.me/917870889577 Y2ql",spam
 Hi team I will join 20 mins late .. today,ham
" Hi team, will be joining 15 min late",ham
 ð,ham
 Thanks Shilpa for the update,ham
 Yes The market was also relatively poor this week August has not been friendly to investors,ham
 ??????????????????,ham
 Im new,ham
" If there is no leader to lead me, I think I will be confused now",ham
 I am switching off my mobile due to heavy lightning and thunder Inga. Also I have low battery.,ham
 Got it. I also need the document,ham
 The professor has been working hard still in a meeting,ham
 Hi team I'll be joining late ,ham
" â  The trading volume increased, but the index did not continue to fall, which means that while retail investors were selling stocks, there must be institutional investors buying at low prices, and it may even be that DIIs are trying their best to maintain the index.",ham
 Actually there's no need to rush to sell From the trend it looks like it will continue to rise,ham
 It's showing Testing.,ham
" Hi Team,",ham
" Hi team, Wishing U and Ur Loved Ones Happy Dussehra.",ham
 It might be that the dollar has risen again,ham
 Hi team,ham
"Last chance to get 500 BONUS POINTS on shopping of Rs.3500 in a bill.
Visit Shoppers Stop, Bannerghatta NOW!
For details click bit.ly/SSbnpts .T&C",spam
 Hi team,ham
"Alert! Your Vi Unlimited pack EXPIRES in 7 Days. Recharge with best offers: bit.ly/ViRC20
1)299:5GB+4GB/D+UL,28D
2)699:4GB/D+UL,84D",spam
"FREE Airtel Thanks Rewards for valuable customers like you!Enjoy exclusive rewards like Amazon Prime. Claim on Airtel Thanks App,TnC i.airtel.in/thanks-rewards",spam
"Complete your Vedix Follow Up Quiz right away and get feedback directly from Ayurvedic experts. Based on your feedback, any product changes will be sent to you for free. Click here https://vedix.in/3l33poYZ2-p/KbqdD8D to take the quiz right away.",spam
 I believe it will continue to rise,ham
 Today the stock market has opened,ham
" Hello Riya, what's about Astral Ltd.? Can we add it or avoid?",ham
"Hello Vi customer 
  Unlock your coupon now! Exclusive deals and offers available only for Vi customers, to explore more simply click https://viapp.onelink.me/bSC3/efc3d0ba",spam
 DATE,ham
" No need to update the sheet, i will consolidate, Need response one to one",ham
 Call me pls.. i m not able to reach you,ham
 ?Contact card omitted,ham
 Iâve already consulted with the professor and he advised me not to sell yet and to continue holdingð¥³ð¥³,ham
 And pulse,ham
 What is the Moving Average Convergence Divergence (MACD)?,ham
 Restarting pc,ham
"CONGRATULATIONS! FREE 2GB is yours!
Claim on Airtel Thanks App Now. Hurry i.airtel.in/2GB_FR",spam
 How to draw Fibonacci Retracement?,ham
 I will wait for 30 mins  more,ham
Rs.250 credited as FREE UNLIMITED Cash Points in your account to shop at UNLIMITED Fashion Store. Valid till 25th July 2021. TnC,spam
"Bestival Sales@SMART Point Store,BA1GA1 Snactac/Bikaji Gulab Jamun/ Rasgulla 1Kg,B2G1 Cadbury Dairy Milk Home Pk 126g,30%OFF Tide PWDR,Click bit.ly/2VxhKY9 TC",spam
 Iâve already sent you a private message Thanks for the notification,ham
"LAST CHANCE to get 18+OTTs free! #GrabTheLoOTT now. Participate and Unlock your EXCLUSIVE DEAL with Xstream Entertainment festival. 
To know more, visit Airtel Thanks App, Tnc apply https://open.airtelxstream.in/e/XEF-SMS",spam
""" Over the past two months, foreign portfolio investors FPI who had been investing in the domestic market have now turned into net sellers. So far in August, they have withdrawn more than â¹1340 billion from the domestic stock market. FPIs are pulling out due to concerns about the end of yen carry trades and fears of a U.S. economic recession. Depository data shows that FPIs have made a net investment of â¹2213.4 billion in the domestic stock market so far this year.""",ham
 Ok Ranjit,ham
"5GB ???? ????? ?????? ????????????! 
????? ????? ?????? ???????? ????? ??????? ?????? ????????? ??????. ??? ???? ???????? ??????. TnC 
u.airtel.in/free5GB1",spam
"LAST DAY 
Rs.250 credited as unconditional FREE UNLIMITED Cash Points in your account to shop at UNLIMITED Fashion Store. Hurry !
TnC : bit.ly/3vdC7ss",spam
 Who are on shift ?,ham
 ?image omitted,ham
 It's working now,ham
" Hi Team, I'll be joining late today, came to hospital on emergency purpose",ham
 I still haven't sold it yet,ham
 Thank you bro,ham
 Good evening Mr Arvind Singh Check in,ham
 Then I need to check with CCIE person,ham
 Laptop update,ham
 K,ham
 This stock is an internal stock and can only be claimed by members of the Bajaj Finserv official group.,ham
 Isase hamen kya fayda hoga,ham
" If it was a single stock that fell because the market rose, I would blame you without hesitation, but the overall market is not good now. I understand, and thank you for your diligent sharing every day.",ham
 Conservative Entry,ham
 Restart your laptop,ham
 Okay.,ham
 Laptop KK,ham
 Plz join without miss,ham
 This is correct,ham
"Wednesday Bonus@JioMart,Bangalore!Onion Rs 28/Kg,Cucumber Rs 14/Kg,Water Melon Kiran Rs 15/Kg,Also at SMART &SMART Point store bit.ly/2Wmh3ng 29Sep,TC",spam
 When there's no major news the trend is usually reliable,ham
 You mean I can remove anyone any time... Wow.... ????,ham
 Working with local service team,ham
""" Good afternoon, investors. The market has closed, so let's do a brief summary.""",ham
 Pinged on teams can u please chk it kk,ham
 Not sure it's only for india or Asia region,ham
 Send pic,ham
 I was traveling in bike,ham
 When the market experiences a significant downturn it's usually the market giants that suffer the largest declines.,ham
Hello! Check your balance by simply click wa.me/919654297000?text=balance,spam
" Facing network issues, will try rejoin",ham
 SAU site..,ham
 But it's only selecting,ham
?????? ????????? T20 ?????????? ??????????? ???? ????????? ????? ????????! 501 ??????? ?? ????????????? ?????? ??????? ?????? ???? 1 ???? ?????? ????????????? ????? ?????? ???? ????? +????????? 3GB ?????? +16GB ?????? 28 ???????????? Click bit.ly/ViHotstar1,spam
"FREEDOM SALE @ Lifestyle!

Celebrate with unbeatable offers

- Flat 50% off on your favourite brands!

- Rs.1000 voucher on shopping of Rs.5000 in stores.

- Rs.400 off on purchases of Rs.2499 on App/Website! Use code: MY400

Last Chance! Sale ends 19th August. T&C.

Shop Now - bit.ly/3SNDgo2",spam
 My system can support for 3 hrs,ham
" What is the MSCI Emerging Markets Index, and why is it so important?",ham
" Riya, please check my message when you are free. I left you a message. I want the stock analysis courseware taught by Sohan Sharma last night. Please send it to me. Thank you.",ham
"Premium movies only for you! Watch Uriyadi, Yuvarajavu, Adhyarathri, Kakshi: Amminippilla, Manorama news & more on Vi Movies & TV app!Click bit.ly/Vi-mv34",spam
 Okay,ham
 Happy pongal ????,ham
"Start Ganesh Chaturthi with SMART Point Store,B1G1 MangalDeep Agarbatti 120 Zip Lck 4IN1,Good Life Mixed Dry Fruits 500g Rs 279,Click bit.ly/39a9268 TC",spam
Your Filmy Recharge with 1GB data is active now and valid till 03.06.2021 10:34:01. Start watching latest movies by clicking here bit.ly/KeralaMovies,spam
"4-3-2-1 DASH to shoppersstop.com
Get your hands on Best Brands & Best Deals this weekend.
Shop Safe click bit.ly/SS_DASH Claim coupon ATV31M & get surprise. TnC",spam
 Restarting the laptop,ham
 Okay I will do that now,ham
Pattu once you're free PLZZ call me at any time no issues I will pick your call it's little emergency,spam
""" Good evening everyone.  Today is India's Independence Day. Let's celebrate this great day together! This is a moment full of glory and hope. Looking back, we are proud of the extraordinary achievements our country has made; looking forward, we are full of confidence in the prosperity and development of our motherland. No matter where you are, let's remember the glorious journey of Independence Day together and wish our country to continue to move towards a brighter future in the future!""",ham
Cloudnine administrator has assigned 2 courses to you. These courses need to be completed by 23-06-2021. Please click on the link to start your training. https://cloudnine.medlern.com/dashboard,spam
"Biggest Diwali Offers@
VISHAL

Gas Stove 2 Burner(Mrp3599)
54% OFF - Rs1649
ONLY TODAY
+
FREE-VIP Trolley,Duffle Bag
+
7.5% SBI Cashback
TnC",spam
 I'm now keeping up with the market by reading your market news every night,ham
"GREAT VALUE OFFER! Get 5GB data, AD FREE HD Music along with over 15 Mn songs, unlimited hellotunes and downloads only with Rs98 Airtel pack. Valid as per current pack validity. Recharge today i.airtel.in/Wynk98New",spam
" I don't know when the power will be back, so I am informing beforehand",ham
"CONGRATULATIONS! FREE 2GB data coupon is yours!
Claim on Airtel Thanks App Now. Hurry i.airtel.in/2GB_FR",spam
"Dear vi customer,
    Check your balance by a single click wa.me/919654297000?text=balance",spam
""" Good morning, investors. It's the early trading session now, so let's first focus on the international news.""",ham
 It says account is blocked,ham
 Hi team,ham
 Ty,ham
 DATE,ham
"Biggest Diwali Offers@
VISHAL MEGA MART

Electric Kettle 1.5L (Mrp 1299)
Only Rs 499
ONLY TODAY!
+
FREE GIFT-VIP Trolley, Duffle Bag

TnC",spam
Delivered: Your Flipkart Supermart order OD126188418307534000 was delivered  today. Click to give feedback: http://fkrt.it/!wmzRENNNN Ekart,spam
 I see,ham
 Sathish is joining and he can explain us about the process and all,ham
"Dear customer, Thank you for shopping with RnBIndia, Please click the link to view your e-bill https://rnb.karnival.in/az/rn6DsHhWp6QTcx?ch=1",spam
 Wish you A Happy New Year all. Have a peaceful year ahead????,ham
 I bought some more when it dipped to 385.,ham
"FLAT Rs30 CASHBACK for smart savers like you! Available on first 3 UPI transactions only on Airtel Thanks App, T&C. Click i.airtel.in/get_Rs30",spam
"FULL HD entertainment at just Rs. 900!
Get Airtel Digital TV and enjoy free installation.
Click here i.airtel.in/PrepaidRest4",spam
"Special offer from Dunzo: get 10% OFF on your 4 orders! Get groceries, fruits, veggies, & meat delivered home in <45 mins. Click: http://bit.ly/DunzoApp",spam
 Okð,ham
"Data Alert! 8.78MB left on Data pack, post which std. charges apply or lower speeds as per plan. Click bit.ly/ViDataRC or dial *121# to buy a Data pack.",spam
 Already left a message to Ms. Ramað,ham
 It's global impact ????,ham
" Keerthi I am outside and got held up with some family matter, might not be able to join",ham
 Yes! What level of candlestick chart is typically used to determine future trends?,ham
 A total profit of 7% on CAPACITE is still very impressive,ham
"Enjoy Buy1 Get1 FREE with Lenskart Gold Membership + 14% Cashback. Explore the most LOVED & TRENDING Styles!TnC
App: lskt.me/valentine",spam
" International diplomacy to prevent the war in Gaza from spreading into a wider regional conflict intensified Friday, with the British and French foreign ministers making a joint trip to Israel while internationally mediated ceasefire talks in Qatar were expected to enter their second day.",ham
 I will be joining late by 15-20 mins due to some personal issues,ham
Watch Bramayugam on Sony Liv for FREE! Enjoy now for 1 month on Airtel Xstream Play subscription included in your current recharge. Install now & enjoy 20+ OTTs i.airtel.in/Aha_OTT_FREE,spam
 Ok,ham
Unlock 30 Days of unlimited entertainment & watch SCAM S2 Vol.2! Grab your Airtel Xstream Play trial now.https://open.airtelxstream.in/WatchForFree-sms,spam
" Our market now needs a positive news stimulus,otherwise, if the market continues like this, it will be really frustrating",ham
 I m new in group,ham
 However relying solely on domestic institutions to take over is difficult.,ham
 I will try to join even early,ham
 Plz try to keep your laptop full recharge buddy,ham
 Will join once it's on,ham
 Good morning The US markets are doing okay with only the Dow Jones declining,ham
"Missing out on uninterrupted music & trendiest songs? Grab Wynk Premium at just Rs49 and enjoy unlimited ad-free music, song downloads & hellotunes. Upgrade Now. Click here open.wynk.in/dc",spam
"Wednesday Bonus at SMART Point Store,Bangalore! Potato Rs 23/Kg,Sweet Corn Rs 12/Pc,Papaya Rs 23/Kg,valid on 6 Oct,Click  bit.ly/35YAofl T&C",spam
" Compared to this amount of money, reputation and trust are much more valuable, which is why I can continue to walk in the investment world.",ham
 However the rise in PAYTM is still decent,ham
 Okayð,ham
""" In the stock market, specific stock actions are underway. The market showed a sideways consolidation before the long weekend ended. Since this week has a short weekend, there was not much volatility in the market. The market might also remain in a sideways trend on Friday. After being closed yesterday due to Independence Day, the domestic market on Wednesday, August 14, traded within a narrow range throughout the day. On the day of the weekly expiration, the stock market displayed a cautious sentiment, trading within a limited range all day before closing higher. Nifty rose by 4 points to close at 24,143 points, while Sensex increased by 149 points to close at 79,105 points; Nifty Bank fell by 104 points to close at 49,727 points.""",ham
" now power from morning 4am kk, heavy rain and windy",ham
"Ab 1 year Disney+ Hotstar VIP subscription pao apne Vi prepaid par Rs601 ke recharge se! Aur pao 3GB data/day + UL calls, Val 56 days. Click bit.ly/ViHotstar1",spam
"Dear Customer,
Rs.500 to 10 lucky winners & Rs.50 to 1,000 Early Birds as STAR Clubcard points!

To share your feedback, click https://bit.ly/3QfJ07p 
T&C",spam
"Enjoy 3GB data valid till your current pack validity.Also get EXTRA 2GB on your next recharge of Rs58 for your Airtel Mobile, only on Airtel Thanks App. Click https://i.airtel.in/58-Pack-JN",spam
" Team, ",ham
"Hi Jithu,
Your Birthday celebration has begun at shoppersstop.com
Click bit.ly/SSMarBD Use code HB03 & get Rs. 250 off on shopping of Rs. 1500
TnC",spam
 The bell for the end of the stock market has rung today,ham
" Please rest assured, the Indian stock market is about to soar again. ð",ham
 null,ham
 Mandate courses are in appaaccess Flex,ham
 And my laptop battery is finished,ham
"Hi! The validity of your Data pack has expired. Continue to browse at 4p/10Kb. To buy a Data pack, click bit.ly/ViDataRC or dial *121#",spam
 https,ham
 It has already reached the second target price,ham
 ?image omitted,ham
"Watch Asian Games for free!
Your 30 days of FREE Airtel Xstream Play access is NOW ACTIVE!
Get 15+ OTTs - Sony Live, LionsgatePlay, Fancode & more! 
Limited time offer. Click Below! 
 https://open.airtelxstream.in/WatchForFree-sms",spam
""" Hindi , Gujarati,kannad ,English ,french itni language aati hai""",ham
" The auction has ended, and everything looks good so far. It's just uncertain how things will turn out once trading begins.",ham
Tired of cable disruptions? Switch to Airtel Digital TV. Book Airtel HD Box now to get Rs 450 discount & free installation http://1kx.in/kxXULw,spam
""" No problem, please send it to me""",ham
<#> Your OTP code is 537005. We welcome you to Fi! We're excited that you're about to see what financial freedom looks like. 82275JXpmM1 -Epifi,spam
 Will loin in 2-3 mins,ham
 The small grid that provides power is affected to this sudden pre cyclone,ham
 Hopefully after tomorrow's holiday we can see a strong rally on Friday,ham
"Buy 2, Get 2 FREE on EVERYTHING starting 5th August at UNLIMITED Fashion Store!
Get extra 10% Cashback on HDFC cards.
Watch collection bit.ly/3in3oVe
TnC",spam
 Please help me review my investment portfolio,ham
"5 postpaid connections @ just Rs260/line! 300GB data, UL Calls, 3000SMS, Disney+ Hotstar Mobile, Amazon Prime, Zee5 + Voot Select + Hungama + Aaj Tak + Sun NXT on Vi Movies & TV VIP. All this @ just Rs1299/mnth for 5 connections on single bill in Vi Family 1299 postpaid. To buy now, click https://bit.ly/3iQMXke",spam
 Network issue,ham
 I am particularly looking forward to todayâs bull stocks.,ham
 Does this also happens if the laptop is hot,ham
 Perspective of the trend,ham
 Made you admin as well,ham
 Happy new year all,ham
" Group members, there are still 2 hours before the closing, and Nifty has successfully stabilized at 24,110 points. However, the index did not show the rapid ""sprint"" we expected. Although the number of stocks that rose increased significantly in the afternoon, this did not meet our requirements. Please do not be discouraged, a miracle may happen in the last 2 hours.",ham
"We want you to be a part of our Lenskart Pro Squad! First eyewear free + 20% off on future orders and lots more. Hurry, join now lskt.me/lp",spam
"Rs100 coupon is now yours! Refer a friend to join Airtel today & get Rs100 coupon on your next recharge, t&c. Click i.airtel.in/e/ReferralAOS2",spam
"Triple Dhamaka! Lifetime FREE Card + 10% Instant Discount + 5% Cashback* during Big Billion Days with Flipkart Axis Bank Credit Card.

http://fkrt.it/ypHJ5lNNNN",spam
"Shoppers Stop Block Friday SALE is LIVE from 24-29 Nov!
Get UPTO 40% OFF on BEAUTY must haves.
Visit your nearest store or click bit.ly/SSbtyBF
Also get upto 10% discount on RUPAY cards at store, for details- bit.ly/SStcRpy T&C",spam
Tired of calling someone & they are continuously unreachable? Now get notified as soon as they are available to take calls ONLY on Airtel Thanks app. Click i.airtel.in/RMCA_air,spam
 Today's decline in HDFC Bank not only affected the banking sector but also directly impacted the broader market,ham
 The latest consumer spending and labor force data have eased concerns about a potential recession in the US economy.,ham
 I don't understand this; I haven't even fully figured out how to trade stocks yet,ham
 Bye,ham
 Then local admin should help you please someone help Jerold opening an it ticket,ham
 Hi team I'll join late in the morning by 6,ham
""" The Fibonacci sequence, also known as the Golden Ratio, is a technical indicator widely used by traders on Wall Street. It has a very high accuracy rate, especially during bull markets when stock prices are rising. This indicator demonstrates powerful effects in such conditions.""",ham
Don't click on suspicious link or download App that promises fake part/full time jobs.,spam
 Everything is on the rise now,ham
" I won't share too much tonight, please enjoy this great festivalð",ham
" Already sold it, thanks ð",ham
Hello Your Unlimited pack MRP is expiring on2021-08-06 00:00:00.Now recharge from  home with App  Click http://bit.ly/GetMVA4,spam
" Hi Team, ",ham
 Team make sure everyone complete Verizon registration process today without fail,ham
" The above is what I want to share tonight. Regarding the candlestick I shared recently, I will organize it into a file tomorrow so that everyone can learn and use itð",ham
 Yes kk,ham
"HI Customer,
Last 2 DAYS of Max Fashion Preview SALE!
Upto 50% OFF + 1500 GV FREE on shopping of 2999.
Rush to your nearest Max store NOW!
TnC",spam
 So you know it; *,ham
 Ok thanks for sharing Assistant,ham
"Alert! Do not respond to any SMS/Call from unknown numbers, asking for your documents or other confidential information. Vi always sends you such requests from our official SMS ID - ViCARE. Beware of fake advertisements asking you to click on unknown links or Apps offering freebies, contest prizes, etc. Vi does not sell premium numbers via SMS/Call. In case of any doubts, call us at 199. Stay Safe, Stay Connected.",spam
